timestamp,attentionct_unfiltered,au01ct_linear_causal,au02ct_nonlinear_causal,au04ct_nonlinear_causal,au09ct_linear_causal,au10ct_linear_causal,au15ct_linear_causal,au17ct_nonlinear_causal,au18ct_linear_causal,au24ct_linear_causal,au25ct_nonlinear_causal,au28ct_linear_causal,eye_closurect_nonlinear_causal,smilect_nonlinear_causal,smirkct_nonlinear_causal,joyct_emotion_nonlinear_causal,disgustct_emotion_nonlinear_causal,sadnessct_emotion_nonlinear_causal,angerct_emotion_nonlinear_causal,surprisect_emotion_nonlinear_causal,contemptct_emotion_nonlinear_causal,fearct_emotion_nonlinear_causal,valencect_nonlinear_causal,expressivenessct_nonlinear_causal,Entropy,HeadAngleLeftRight,HeadAngleRoll,HeadAngleUpDown,HighFreqPower,InterOcularDistance,MeanFaceLuminance,MeanFaceLuminanceDiffLR,VarianceFaceLuminance
0,97.6860657,0.142029077,2.46009755,0.000129857086,0.00639901543,1.45711056e-05,0.000683306018,0.240121007,0.0342227705,0.0422531627,0.0133653665,0.00278074946,0.000342507119,25.2432442,0.0855123475,0.104922675,0.440079629,0.00407245895,0.000764270197,0.218000337,0.0293260738,0.00107542076,25.0030365,2.82864189,2.15043736,3.28595996,-2.22724414,9.43276978,188.315353,210.168564,149.084641,28.2328568,2438.31982
71.4285736,98.4423141,0.188369632,3.76418328,0.000127231775,0.00166984485,1.35143773e-06,0.000907707028,0.265385151,0.00904956274,0.0286737364,0.0110805612,0.00126133091,0.000255966326,16.5919018,0.120789714,0.0248597451,0.432371616,0.00712080579,0.00125838246,0.232632339,0.0565272234,0.00188420154,16.4804401,0.849441171,2.16515756,1.26032233,-5.5065136,5.18586922,188.458618,214.388733,146.647415,29.31604,2638.27515
142.857147,98.5422592,0.264644951,3.94445229,0.000112398127,0.00117532525,8.13188478e-07,0.000804487965,0.376849085,0.00807911344,0.0319188684,0.0120002031,0.00157713611,0.000138553383,22.6493282,0.113207534,0.0739272386,0.430104047,0.00480841286,0.000849401345,0.234740227,0.0366258062,0.00133536069,22.5783138,2.14898014,2.1630652,0.891119957,-6.72036648,4.8348875,197.200714,214.081146,147.309006,29.3035393,2601.24902
214.285721,98.6839905,0.341519654,3.74803042,0.000121579447,0.000878800172,6.73928014e-07,0.00103662291,0.52052027,0.00613330817,0.0274104476,0.0133242458,0.00170029071,0.000364982174,21.6922798,0.116736218,0.0563699231,0.429205835,0.00506774569,0.0009017915,0.232465282,0.0384111777,0.00138331717,21.6378536,1.72444868,2.17178154,-0.0652008057,-6.36765718,4.55331898,192.691788,215.903793,146.442047,29.6119823,2660.96851
285.714294,98.5509796,0.44068864,3.76717925,0.000138004732,0.000680509489,4.51319522e-07,0.00126272859,0.572209179,0.00502756005,0.0303780623,0.0143266749,0.00271123997,0.000299570587,19.2317619,0.11975655,0.0378404185,0.42789185,0.00597838126,0.00106336479,0.232708186,0.0462433957,0.00160519104,19.2016773,1.22347641,2.16710854,0.503501892,-5.45655251,3.40930223,204.693161,213.388229,147.154831,28.6158428,2631.8728
357.142853,98.7188187,0.480990201,4.16559792,0.000146569757,0.000309810974,3.6485784e-07,0.00155843003,0.655807257,0.00368156238,0.0366907157,0.0133517571,0.00352176395,6.46550034e-05,14.9307346,0.151073813,0.0186338462,0.427396446,0.00788974762,0.00139386172,0.237376228,0.0641746297,0.00210486748,14.9095516,0.669890642,2.1729176,0.27745989,-3.17472076,3.48584652,201.250366,213.908768,146.34314,28.6704025,2677.52075
428.571442,98.6245422,0.535653293,3.72133923,0.000172354252,0.000646908302,2.99308454e-07,0.00166882412,0.729069591,0.00320653548,0.0469943173,0.0135276625,0.00464378251,0.000130738015,13.4092588,0.177923992,0.0145747121,0.427055597,0.00880411826,0.00158416224,0.232188314,0.0719604194,0.00227224547,13.3941507,0.535198987,2.16976333,0.637100577,-1.89296532,2.97356367,205.587738,212.932816,147.172531,28.3503685,2644.42065
500,98.2976685,0.531072915,3.41825533,0.000193214582,0.000739542244,2.42723871e-07,0.00195459882,0.841457665,0.0035372742,0.0543122478,0.0142940301,0.00603485154,0.000174373345,11.005311,0.198660955,0.00990448147,0.42695114,0.0103917019,0.00190025347,0.228717104,0.0862952992,0.00260001933,10.9919281,0.379348427,2.17218733,1.7200067,-0.214428842,2.63192344,222.904602,214.491653,146.486755,28.6252174,2693.11182
571.428589,98.2288742,0.659420013,3.00091505,0.000216206856,0.000778477872,2.03033991e-07,0.00181689754,1.29006362,0.00320455432,0.0632724315,0.0119399708,0.0103465021,0.000109543878,10.2899408,0.273960292,0.00893254019,0.426870406,0.0110028451,0.00207576109,0.223993078,0.0917834863,0.00268019177,10.2772045,0.342680812,2.17768478,1.92148662,-1.41806412,1.30225945,215.493408,212.495102,145.599182,28.9780884,2757.4458
642.857117,97.5829544,0.587558746,2.51786566,0.000264799542,0.00166468043,1.74251724e-07,0.00175584189,2.44192123,0.00302381837,0.0775849819,0.0101551674,0.0287617743,0.0186181664,9.77981853,0.36551106,0.00835305825,0.427024126,0.0114996582,0.00230616913,0.21864447,0.0963139609,0.00272381189,9.66121197,0.318834841,2.17849588,3.47463417,-1.50193429,1.47759438,198.298233,213.367599,145.19516,29.1693382,2801.07812
