timestamp,attentionct_unfiltered,au01ct_linear_causal,au02ct_nonlinear_causal,au04ct_nonlinear_causal,au09ct_linear_causal,au10ct_linear_causal,au15ct_linear_causal,au17ct_nonlinear_causal,au18ct_linear_causal,au24ct_linear_causal,au25ct_nonlinear_causal,au28ct_linear_causal,eye_closurect_nonlinear_causal,smilect_nonlinear_causal,smirkct_nonlinear_causal,joyct_emotion_nonlinear_causal,disgustct_emotion_nonlinear_causal,sadnessct_emotion_nonlinear_causal,angerct_emotion_nonlinear_causal,surprisect_emotion_nonlinear_causal,contemptct_emotion_nonlinear_causal,fearct_emotion_nonlinear_causal,valencect_nonlinear_causal,expressivenessct_nonlinear_causal,Entropy,HeadAngleLeftRight,HeadAngleRoll,HeadAngleUpDown,HighFreqPower,InterOcularDistance,MeanFaceLuminance,MeanFaceLuminanceDiffLR,VarianceFaceLuminance
714.285706,97.8390579,0.469931602,2.23185611,0.000324731,0.001412791,1.52E-07,0.001770373,3.69177008,0.002830357,0.098073185,0.009056909,0.074946374,0.122765064,8.87965107,0.513540208,0.007271369,0.427058995,0.012268459,0.002608689,0.215537325,0.104636267,0.002850086,8.3725462,0.280287892,2.18207192,2.93504524,-2.7420764,0.278314412,193.373917,214.673126,144.748016,29.3255844,2827.11304
785.714294,98.1624985,0.36019814,2.13957691,0.00036373,0.000800473,1.34E-07,0.001717519,5.72126961,0.002531576,0.119068474,0.008662906,0.141575277,0.011843875,8.59484005,0.702400446,0.006961224,0.426998079,0.012491996,0.002888815,0.214531705,0.109062508,0.002890943,7.96558094,0.26914224,2.17744446,2.10353756,-2.89392471,0.286899984,202.911026,215.258362,145.276901,29.2814083,2802.02295
857.142883,98.3959579,0.293374181,2.04084611,0.00039412,0.000445803,1.06E-07,0.001596283,8.24071884,0.002216423,0.149865478,0.007797242,0.216021359,0.003677368,7.94671822,0.856131792,0.006283442,0.42677024,0.013032446,0.003338615,0.213458776,0.116376869,0.002996555,7.04462337,0.245473444,2.18142128,1.40253448,-3.28974342,1.04731774,223.952179,213.302689,145.145935,28.9819546,2787.37817
928.571411,98.5806274,0.259672403,1.9741075,0.000416609,0.000388978,9.17E-08,0.001704877,13.1693497,0.002411763,0.242717743,0.007960666,0.4091506,0.001413365,7.47406673,0.924064636,0.005828258,0.426370561,0.013340509,0.00420904,0.212744653,0.121464416,0.003076169,6.37676811,0.254981518,2.17693782,0.785032272,-3.19903183,0.304626465,224.077332,212.673798,145.962646,28.4857693,2744.44043
1000,98.5836945,0.190951407,1.93592715,0.000455799,0.000344561,6.80E-08,0.001838727,21.3048401,0.001708787,0.310442418,0.007619508,0.756854296,0.002087204,7.08730221,1.1414237,0.005475532,0.426105529,0.013580646,0.005847327,0.212316528,0.127917454,0.003144169,5.82742167,0.4144063,2.18066168,0.785017014,-3.82723904,0.878117561,229.430695,212.585007,145.61203,28.6550407,2765.80981
1071.42859,98.7703094,0.170282006,1.92863059,0.000485912,0.000394022,5.79E-08,0.00198393,24.2359085,0.001498715,0.320767283,0.007956656,0.843221188,0.001757469,6.51948833,1.12131059,0.004992479,0.426047236,0.014081041,0.006814275,0.212237656,0.133198455,0.003252628,5.01666546,0.518778324,2.18291187,0.069796205,-3.80395317,-0.397865772,231.74733,213.822159,145.566391,28.8160954,2782.79688
1142.85718,98.6911926,0.170558527,1.92242384,0.000520159,0.000442189,4.03E-08,0.002110512,27.6919994,0.001129328,0.30325982,0.007120404,1.01842451,0.001389036,5.93842793,1.24542606,0.004540547,0.426007241,0.0146461,0.008002126,0.212160647,0.140971869,0.003367309,4.1872654,0.652813315,2.18251729,0.385584682,-3.99334431,-0.118917465,238.371155,213.704956,145.564606,28.7835789,2796.69604
1214.28577,98.6773376,0.206204563,1.95146286,0.000546006,0.000307908,2.92E-08,0.002072837,32.2181931,0.000883976,0.304458141,0.006362824,1.5732379,0.000790274,5.5837431,1.32414675,0.004279032,0.425796092,0.014951991,0.00967944,0.212463632,0.145967871,0.003442719,3.68194032,0.902895927,2.18289375,0.432044983,-4.22392368,-0.258796692,257.995941,213.607712,145.696899,28.8117752,2796.82031
1285.71423,98.6240921,0.233704329,1.90133607,0.00056863,0.000240873,2.51E-08,0.001979545,37.1553879,0.000826112,0.579789639,0.006390866,2.03776932,0.000461353,5.51812744,1.32338202,0.004240325,0.425497413,0.014651039,0.011983668,0.211933032,0.146676064,0.003451266,3.5898962,1.2719183,2.18256831,0.634725571,-4.57684422,-0.975607872,251.32486,211.869781,146.181961,28.4266472,2773.42969
1357.14282,98.7107925,0.210802928,1.80143595,0.000596863,0.000210946,1.85E-08,0.001791374,44.3974609,0.000778332,1.20487118,0.005776638,3.78871918,0.000570599,5.50498152,1.48091626,0.00424498,0.425034285,0.014032194,0.016571835,0.210865796,0.149296403,0.003443461,3.57275009,2.13371468,2.18517041,-0.307910919,-4.17431641,-1.379076,236.648438,213.427078,145.628311,28.4728146,2798.4707
