TimeStamp,Alpha_TP9,Alpha_FP1,Alpha_FP2,Alpha_TP10,Beta_TP9,Beta_FP1,Beta_FP2,Beta_TP10,Delta_TP9,Delta_FP1,Delta_FP2,Delta_TP10,Gamma_TP9,Gamma_FP1,Gamma_FP2,Gamma_TP10,Theta_TP9,Theta_FP1,Theta_FP2,Theta_TP10,Mellow,Concentration,RAW_TP9,RAW_FP1,RAW_FP2,RAW_TP10
2016-05-10 18:17:17,0.06475531,-0.48733267,0.16254498,0.27052936,-0.23890835,-0.61348474,-0.43262556,-0.28234628,0.30074868,-0.5667786,0.7473475,0.4041234,-0.50517714,-0.8126443,-0.7821415,-0.6518566,0.4963612,-0.9497548,-0.49192747,-0.3432772,-0.6288193,-1.0,835.65,824.13513,810.9753,794.5255
2016-05-10 18:17:18,0.06475531,-0.62323976,-0.5077295,-0.057277713,-0.23890835,-0.7166716,-0.70756644,-0.19527082,0.30074868,-0.57664514,0.7302308,0.96267784,-0.50517714,-0.9089483,-0.97989553,-0.4692925,0.4963612,-0.8611129,-0.5082191,-0.20697808,-0.43890226,-1.0,875.1295,820.8452,814.26526,810.9753
2016-05-10 18:17:19,0.06475531,-0.934564,-0.799666,0.018906584,-0.23890835,-0.69904995,-0.75550383,-0.11884753,0.30074868,-0.5053753,-1.0494407,0.521931,-0.50517714,-0.9632167,-0.949696,-0.3503532,0.4963612,-0.6747639,-0.87573445,-0.55866784,-0.47936764,-0.74061704,886.6444,825.78015,807.68536,807.68536
2016-05-10 18:17:20,0.06475531,-0.6332406,-0.76409894,-0.00896995,-0.23890835,-0.56636065,-0.6187087,-0.121011704,0.30074868,-0.5083899,-0.47243744,0.17276414,-0.50517714,-0.8932276,-1.0630422,-0.7900747,0.4963612,-0.5587526,-1.0062108,-0.25455937,-0.47936764,-0.9000935,868.5496,814.26526,781.36566,807.68536
2016-05-10 18:17:21,-0.05811169,-0.6698986,-0.78517836,0.040080145,-0.15921956,-0.24681775,-0.24937706,0.01743102,0.0034356434,-0.25019163,0.14372319,-0.12694013,-0.7617777,-0.59377486,-0.9459912,-0.6530709,-0.4377575,-0.7956714,-0.39072952,-0.25165075,-0.659419,-1.0,850.45483,832.36005,819.2002,819.2002
2016-05-10 18:17:22,0.1801804,-0.4802136,-0.3357833,0.069266796,-0.16233522,-0.2460255,-0.3044937,-0.2185082,0.055056166,-0.16074981,0.5712156,-0.0641467,-0.71869886,-0.5583009,-0.82381296,-0.6927221,-0.26978645,-0.87559855,-0.30657715,-0.31788278,-0.4621404,-1.0,830.7151,824.13513,815.9103,810.9753
2016-05-10 18:17:24,-0.028290296,-0.46267965,-0.3357833,-0.05079289,-0.29872295,-0.686421,-0.78977805,-0.22000319,0.44955006,-0.61629164,0.30833492,0.004780759,-0.8740383,-0.9754866,-1.0418237,-0.7337804,-0.1950597,-0.852864,-0.44828218,-0.35934874,-0.4677421,-1.0,825.78015,825.78015,807.68536,810.9753
2016-05-10 18:17:25,-0.18993191,-0.69444364,-0.8244783,0.039958704,-0.34438938,-0.7913222,-0.9134673,-0.2346249,0.29142043,-0.77597165,-0.5861736,0.118978165,-0.864113,-1.0263454,-1.0524784,-0.7070515,-0.054455183,-0.9775955,-1.0902842,-0.21203108,-0.712021,-1.0,738.5962,825.78015,807.68536,769.8508
2016-05-10 18:17:26,-0.11353708,-0.8346264,-0.7099626,0.053069763,-0.4211584,-0.81516194,-0.9086781,-0.36805755,-0.24316189,-0.7593111,-0.7008573,0.555783,-0.87160206,-1.0751188,-1.2834753,-0.8978005,-0.23784035,-0.5802082,-0.5592554,-0.19107638,-0.7321516,-1.0,837.295,825.78015,806.04034,797.8155
2016-05-10 18:17:27,-0.11353708,-1.0193923,-0.6757714,0.043898005,-0.4211584,-0.6799039,-0.5017891,-0.29180136,-0.24316189,-0.79194486,-0.82393545,0.36169422,-0.87160206,-1.0123382,-0.41970584,-0.6784792,-0.23784035,-0.8712924,-0.665732,-0.1817056,-0.57226807,-1.0,891.57935,820.8452,801.1054,815.9103
2016-05-10 18:17:28,-0.11353708,-0.6805368,-0.52758294,-0.15213428,-0.4211584,-0.49027523,-0.31678957,-0.3412561,-0.24316189,-0.7265398,-0.327676,0.24841997,-0.87160206,-0.75816095,-0.30437955,-0.58451915,-0.23784035,-1.007924,-0.8567914,-0.54032356,-0.841374,-1.0,852.0998,832.36005,822.4902,810.9753
2016-05-10 18:17:29,-0.1168104,-0.7866325,-0.56556284,-0.15434387,-0.4660986,-0.5114961,-0.5004288,-0.48968276,0.14419203,-0.34517425,-0.074531615,0.1773046,-0.77733296,-0.8074038,-0.7546711,-0.7366828,-0.3872974,-0.8873032,-0.94967794,-0.58714235,-1.0,-1.0,814.26526,830.7151,801.1054,801.1054
2016-05-10 18:17:30,-0.25021327,-0.72390926,-0.8046812,-0.607088,-0.4586514,-0.5608724,-0.5714975,-0.43504554,0.16528389,-0.16207221,-0.15419166,0.12622792,-0.77178794,-0.8780162,-0.818627,-0.8126299,-0.51016045,-1.034856,-0.98393345,-0.5982663,-1.0,-1.0,850.45483,832.36005,819.2002,812.6203
2016-05-10 18:17:31,0.104375005,-0.7191899,-0.62776446,-0.0343785,-0.06422096,-0.6519103,-0.72180575,-0.06685025,0.7426031,-0.31744218,-0.0050023487,0.06708809,-0.71310765,-0.8628957,-0.80050266,-0.6757925,0.059518028,-0.94765896,-1.004982,-0.5825914,-0.8940085,-1.0,842.2299,825.78015,809.3303,810.9753
2016-05-10 18:17:32,-0.24524672,-0.83158475,-0.6215896,-0.112000026,-0.15304229,-0.71426153,-0.9386166,-0.18552004,0.7084999,-0.87943006,0.12705596,0.03821698,-0.71096814,-1.0919763,-1.1785494,-0.6756939,0.13905706,-0.87433916,-0.6116974,-0.5170497,-0.90127736,-1.0,807.68536,820.8452,807.68536,802.7504
2016-05-10 18:17:33,-0.41899252,-0.89367974,-0.91817665,0.01752819,-0.24205302,-0.75691175,-0.9685531,-0.31023526,0.6767714,-0.7261351,-0.48712584,0.53771245,-0.72874063,-1.1666094,-1.1916499,-0.6436868,0.045019906,-0.9230857,-0.91671497,0.11760053,-0.9508824,-1.0,822.4902,819.2002,809.3303,815.9103
2016-05-10 18:17:34,-0.41899252,-0.9212369,-0.68687516,0.06894928,-0.24205302,-0.7799373,-0.86623394,-0.2860191,0.6767714,-0.8913382,-0.48579738,0.7103141,-0.72874063,-1.2441164,-1.12332,-0.59367234,0.045019906,-1.1631947,-0.91079336,0.3071043,-0.66488016,-1.0,875.1295,827.4251,806.04034,797.8155
2016-05-10 18:17:35,-0.41899252,-0.87898576,-0.7131385,-0.0081782285,-0.24205302,-0.8682876,-0.84473985,-0.1920753,0.6767714,-0.8373628,-0.9227401,-0.1906985,-0.72874063,-1.0101423,-1.0515213,-0.6843932,0.045019906,-1.2843544,-0.7963204,-0.43707457,-0.50122017,-1.0,843.87494,825.78015,809.3303,822.4902
2016-05-10 18:17:36,-0.016594293,-0.8136233,-1.05917,0.028081456,-0.39925498,-0.9115221,-0.80599004,-0.3532246,0.48964548,-0.6445545,-0.9709093,0.26459926,-0.6683813,-0.93112206,-1.1787338,-0.7992097,0.036913652,-1.1352471,-1.1592492,-0.17346126,-0.2976326,-1.0,832.36005,822.4902,809.3303,817.55524
2016-05-10 18:17:37,-0.09040211,-0.7758139,-0.81790286,-0.19584654,-0.43150806,-0.94239694,-1.053061,-0.44489312,0.3301691,-0.8676973,-0.60550094,0.16498609,-0.87591285,-1.0378658,-1.2797335,-0.82708627,-0.06691397,-0.9916401,-1.0426702,-0.3366969,-0.26129267,-1.0,837.295,824.13513,809.3303,804.3954
2016-05-10 18:17:38,-0.1656209,-0.7735701,-0.7174445,-0.20248698,-0.27429843,-0.88351494,-0.8997392,-0.28550795,0.5741663,-0.9263382,-0.4031933,0.36256367,-0.853467,-0.9608151,-1.1212956,-0.8627199,-0.0028563729,-1.004398,-0.7967787,-0.046702407,-0.5762467,-1.0,835.65,815.9103,809.3303,807.68536
2016-05-10 18:17:39,-0.18268502,-0.7297132,-0.66589904,0.07751123,-0.2085504,-0.89532256,-0.8689831,-0.115068614,0.24434528,-0.84618795,-0.92881715,0.10601457,-0.83244234,-1.1759187,-1.084037,-0.82774866,-0.026221618,-1.0160797,-1.0864596,-0.09802477,-0.53466535,-1.0,834.005,819.2002,802.7504,809.3303
2016-05-10 18:17:40,-0.12388015,-0.8507308,-0.7130381,-0.13876042,-0.21254921,-0.81818,-0.7880618,-0.33490995,0.49635962,-0.63819754,-0.71836245,0.46995246,-0.8222359,-0.8964725,-0.8625507,-0.7031106,0.20142227,-1.1761104,-0.8821759,0.06725332,-0.558093,-1.0,832.36005,825.78015,809.3303,810.9753
2016-05-10 18:17:41,-0.105913535,-1.011525,-0.8120059,-0.3872185,-0.41678384,-0.71030253,-0.8571717,-0.43638617,0.7324826,-0.892162,-0.4251486,0.65541154,-0.8299183,-0.8662136,-0.8627846,-0.776516,0.08940749,-0.966538,-0.754771,0.062141113,-0.84258837,-1.0,835.65,822.4902,809.3303,809.3303
2016-05-10 18:17:42,-0.25203788,-0.8845999,-0.78437,-0.085695475,-0.37442774,-0.87920564,-0.8950498,-0.3988823,0.9656258,-0.6196189,-0.62540364,0.90340567,-0.7510253,-0.86583745,-1.0832552,-0.6137743,0.045567438,-0.79638755,-0.8498129,0.039586686,-1.0,-1.0,834.005,822.4902,806.04034,812.6203
2016-05-10 18:17:43,-0.30661714,-0.54044396,-0.7420694,-0.06667403,-0.2698021,-0.92825747,-0.7708062,-0.35391876,0.7142178,-0.53870267,-0.88752985,0.7567381,-0.7513338,-1.080452,-1.1585683,-0.7352179,-0.033989526,-0.8175452,-1.0321956,0.11924312,-1.0,-0.86567414,807.68536,822.4902,807.68536,807.68536
2016-05-10 18:17:44,-0.05607284,-0.8776178,-0.814063,-0.1564063,-0.2113336,-0.55504835,-0.58669007,-0.36956033,0.48027104,-0.5002662,-0.1477761,0.22904919,-0.78922147,-0.9126113,-0.9737437,-0.6610324,-0.10894224,-0.8194527,-0.9324158,-0.3891404,-1.0,-1.0,827.4251,840.58496,807.68536,809.3303
2016-05-10 18:17:45,-0.04162964,-0.9365799,-0.93691915,-0.124346495,-0.30688825,-0.16694994,-0.22026029,-0.26866126,0.8587881,0.12284832,0.003182007,0.073544174,-0.70995843,-0.64070225,-0.7218849,-0.57250565,-0.03809253,-0.50326043,-0.77983975,-0.27570707,-1.0,-0.9288228,840.58496,829.07007,792.88055,806.04034
2016-05-10 18:17:46,-0.07889879,-0.6523136,-0.84053403,-0.07900696,-0.38931912,-0.26409245,-0.2414228,-0.20034048,0.3319804,-0.15240026,0.41938928,0.008908258,-0.6403971,-0.6229048,-0.76839477,-0.5500638,-0.040434614,-0.74847007,-0.66355133,-0.3139248,-0.8869763,-0.5825525,835.65,829.07007,824.13513,807.68536
2016-05-10 18:17:47,-0.058437154,-0.61891866,-0.46117422,-0.015535537,-0.37358823,-0.29635254,-0.3716213,-0.23380814,0.55275613,-0.28772768,-0.011363831,0.47299656,-0.54590875,-0.726568,-0.86741024,-0.6758748,-0.096241,-0.4896844,-0.4573366,-0.35834882,-0.66987634,-0.28702134,814.26526,822.4902,810.9753,784.65564
2016-05-10 18:17:48,0.06665209,-0.8288358,-0.44891632,-0.17714787,-0.113000795,-0.3728973,-0.39364848,-0.05812076,0.8509184,-0.7936656,-0.27891988,0.7810286,-0.5297721,-0.72047704,-0.820573,-0.5837582,0.121964484,-0.607436,-0.54411834,0.12336443,-0.53335875,0.011789362,827.4251,819.2002,807.68536,789.5906
2016-05-10 18:17:49,0.09076702,-0.67751414,-0.890887,0.01868655,-0.06892494,-0.5523,-0.5634507,0.050845638,0.3905393,-0.8359822,-0.30405554,0.34687057,-0.687508,-0.8251028,-0.873634,-0.657596,0.015955547,-0.78067786,-0.97881687,0.038332425,-0.3508105,0.1778881,840.58496,827.4251,807.68536,809.3303
2016-05-10 18:17:50,-0.0050671925,-0.7121609,-0.7695676,-0.07180104,-0.2800933,-0.7485508,-0.813466,-0.075735226,0.13422337,-0.91250056,-0.30586967,0.06494394,-0.8301938,-0.85245156,-0.9922855,-0.7638005,-0.1918986,-0.9700032,-1.2266945,-0.29025012,-0.1412572,0.035508007,850.45483,830.7151,809.3303,807.68536
2016-05-10 18:17:51,-0.084887385,-1.170376,-0.71404546,-0.053171754,-0.47634163,-0.82531106,-0.9871615,-0.5178366,-0.035859793,-1.1983606,-1.0184358,-0.04310442,-0.95400286,-1.0154113,-1.2068384,-0.79151976,-0.20219511,-0.88616264,-1.1814181,-0.3180527,-0.12097863,-0.32611123,843.87494,824.13513,802.7504,814.26526
2016-05-10 18:17:53,-0.09724135,-0.69397146,-0.8909348,-0.21045657,-0.12883711,-0.6679519,-0.7750389,-0.4011811,0.8295849,-0.52199346,-0.876211,0.76752734,-0.73077047,-1.0218418,-1.2298805,-0.7969149,-0.40451273,-0.8997767,-0.83111703,-0.39593953,-0.34926134,-0.60430276,837.295,815.9103,809.3303,806.04034
2016-05-10 18:17:54,-0.16759267,-0.69397146,-0.76112556,-0.15496421,-0.2040222,-0.708029,-0.7275572,-0.36153722,0.8779864,-0.041025966,0.18892257,0.8162936,-0.7416326,-1.0694555,-1.1687468,-0.7570482,-0.17167728,-0.7479894,-0.6840969,-0.09308556,-0.5228907,-0.838829,832.36005,825.78015,799.46045,806.04034
2016-05-10 18:17:55,-0.2192427,-1.0092409,-0.6554117,-0.18600607,-0.42605576,-0.7699473,-0.8043687,-0.40865722,0.6390116,-0.080858625,0.41140217,0.4677803,-0.7324802,-0.96689504,-1.1222425,-0.713767,-0.119040325,-0.7021397,-0.7255593,-0.08221504,-0.8566444,-0.8815447,838.94,824.13513,806.04034,809.3303
2016-05-10 18:17:56,-0.24358788,-0.83451295,-0.9398266,-0.19013019,-0.4461959,-0.9023746,-1.1134131,-0.58781165,0.31107843,-0.8706936,-0.84419554,0.18971033,-0.8911834,-0.99309725,-1.0646602,-0.79626554,-0.408139,-0.8056756,-1.0162479,-0.3755291,-1.0,-1.0,847.16486,834.005,804.3954,806.04034
2016-05-10 18:17:57,-0.29434162,-0.78832316,-0.939036,-0.1804075,-0.53707206,-0.83203536,-1.1193118,-0.53045493,-0.008218957,-0.6893055,-0.93145305,0.37532735,-0.9040928,-1.1158043,-1.2085339,-0.88012064,-0.4771029,-0.71072257,-0.9643127,-0.24148327,-1.0,-1.0,827.4251,825.78015,809.3303,792.88055
2016-05-10 18:17:58,0.16476975,-0.6662283,-0.7346391,0.10913546,-0.38740906,-0.7481198,-0.8047522,-0.33778673,0.46894893,-0.6619313,-0.88565576,0.8665657,-0.7534588,-0.91773397,-1.0630516,-0.809267,-0.116460964,-0.8335597,-0.9150205,0.12759005,-0.855231,-1.0,842.2299,827.4251,807.68536,809.3303
2016-05-10 18:17:58,,,,,,,,,,,,,,,,,,,,,,,,,,,/Marker/3
2016-05-10 18:17:59,0.410455,-0.6618067,-0.68468523,0.45858005,-0.12916477,-0.6323742,-0.67083496,-0.4040632,0.39330468,-0.4686176,-0.31831458,0.720603,-0.84671175,-0.81914955,-0.96993345,-0.7945377,-0.024821762,-0.82087994,-0.5926594,0.06652518,-0.521231,-1.0,840.58496,824.13513,810.9753,812.6203
2016-05-10 18:18:00,-0.16280162,-0.7315615,-0.7951844,-0.15845059,-0.276986,-0.8709898,-0.9646832,-0.27575913,-0.078335226,-0.7252669,-0.436999,0.17419578,-0.86032844,-1.0262338,-1.1851442,-0.7681291,-0.3194709,-0.9904252,-0.5993658,-0.4560917,-0.31144452,-1.0,829.07007,824.13513,799.46045,700.7616
2016-05-10 18:18:01,-0.13977961,-0.9090054,-0.96659243,-0.21641225,-0.4556487,-0.9021548,-1.033338,-0.24308099,-0.22824985,-0.6663034,-0.667696,0.10487413,-0.76190627,-0.96978927,-1.0839183,-0.79688555,-0.32416353,-0.89682555,-0.92139214,-0.4923618,-0.6285588,-1.0,843.87494,830.7151,810.9753,802.7504
2016-05-10 18:18:02,-0.039270643,-0.986348,-0.60767674,0.009293051,-0.38418093,-0.9163364,-0.8375832,-0.23767048,-0.037426163,-0.4242566,-0.36176193,0.8821305,-0.7938675,-0.9066828,-0.9703281,-0.6677211,-0.23738883,-0.7771921,-0.7887638,0.083658345,-0.7762089,-0.95467144,843.87494,827.4251,802.7504,880.06445
2016-05-10 18:18:03,-0.15770875,-0.96775657,-0.67968833,-0.33318588,-0.08644428,-0.8678166,-0.83893067,-0.19514982,-0.21709317,-0.8708334,-0.65609616,0.6962056,-0.9936789,-1.0885996,-1.1419653,-0.7609017,-0.30980918,-1.2190628,-1.0746708,0.03726797,-0.9985292,-1.0,848.8099,822.4902,812.6203,778.0757
2016-05-10 18:18:04,-0.3527323,-0.95558816,-0.7165221,-0.33318588,-0.06735766,-0.8097956,-0.785327,-0.19514982,0.22606294,-0.5894606,-0.5365918,0.6962056,-0.9739494,-1.0841846,-1.1867385,-0.7609017,-0.17774428,-0.98571885,-0.75111836,0.03726797,-1.0,-1.0,820.8452,807.68536,801.1054,835.65
2016-05-10 18:18:05,-0.36592954,-0.773087,-0.62126106,-0.33318588,-0.34083378,-0.41710708,-0.4378961,-0.19514982,0.32081223,-0.27109113,0.38895842,0.6962056,-0.6152583,-0.8518184,-0.8938277,-0.7609017,0.046874065,-0.48878682,-0.41609454,0.03726797,-1.0,-0.8238909,850.45483,825.78015,814.26526,834.005
2016-05-10 18:18:06,-0.44811246,-0.73324054,-0.5787283,-0.45522282,-0.34906787,-0.41533896,-0.50474715,-0.55365336,0.6127572,-0.2280636,0.31591874,0.5565866,-0.6241924,-0.89124024,-0.96594656,-0.6962394,-0.33422875,-0.75987947,-0.4198638,-0.25588983,-1.0,-0.55993813,834.005,824.13513,804.3954,819.2002
2016-05-10 18:18:07,-0.31728542,-0.9623488,-0.76401293,-0.1932661,-0.39530402,-0.91266114,-0.9619496,-0.41593435,0.22618863,-0.76643264,-0.6164757,0.092976324,-0.79421604,-1.0407511,-1.1823641,-0.7378562,-0.25840843,-0.8567634,-0.93373275,-0.29267487,-1.0,-0.494197,825.78015,825.78015,807.68536,815.9103
2016-05-10 18:18:08,-0.3207258,-0.7290506,-0.7406521,-0.28948537,-0.3695347,-0.7718458,-0.8977233,-0.43253523,0.043988757,-0.6857951,-0.47185144,-0.11466383,-0.72102755,-0.9003934,-1.0204214,-0.7214663,-0.5824679,-0.9377649,-0.8839318,-0.4466551,-1.0,-0.494197,827.4251,825.78015,807.68536,802.7504
2016-05-10 18:18:09,-0.40335983,-0.7155092,-0.61328435,-0.14367105,-0.18711555,-0.66360086,-0.65113366,-0.16666208,0.23725763,-0.45632154,-0.8401328,0.4229778,-0.822241,-0.9694777,-0.97229177,-0.7325096,-0.34420195,-0.83470917,-0.9535007,-0.2612495,-1.0,-0.57773954,847.16486,824.13513,806.04034,822.4902
2016-05-10 18:18:10,-0.28034115,-0.61305946,-0.63956535,-0.16705649,-0.35368675,-0.7119462,-0.7188349,-0.32966492,0.46385643,-0.39110792,-1.027935,0.51586044,-0.8260431,-0.9150966,-0.9998204,-0.7313377,-0.2322263,-0.81831217,-0.91629404,-0.15005298,-1.0,-0.6615626,840.58496,820.8452,812.6203,819.2002
2016-05-10 18:18:11,-0.2419071,-0.47260138,-0.48527274,-0.11240692,-0.22083294,-0.7214176,-0.95218426,-0.20709069,-0.0569012,-0.52260053,-0.3585178,0.13762936,-0.71142197,-1.0580341,-1.1449395,-0.6686419,-0.4375675,-0.8094986,-0.7084622,-0.3916036,-1.0,-0.454784,843.87494,827.4251,810.9753,824.13513
2016-05-10 18:18:12,-0.2674426,-0.47260138,-0.39767292,0.42302373,-0.20755324,-0.6588953,-0.8471476,-0.009538132,-0.07004113,-0.60160714,-0.3007925,0.19503634,-0.8429111,-1.15749,-1.2375389,-0.74029034,-0.33964655,-0.82775587,-0.98689574,-0.1900825,-0.84756756,-0.32114008,840.58496,834.005,802.7504,794.5255
2016-05-10 18:18:13,0.34323308,-0.5545861,-0.56716937,0.45207334,-0.12198145,-0.6979912,-0.7278889,0.13143821,0.21264099,-0.5150169,-0.72630763,0.34405568,-0.9860111,-1.023541,-1.185016,-0.78110194,-0.43140393,-0.8716422,-0.68925345,-0.22344874,-0.49822596,-0.6020642,830.7151,817.55524,799.46045,786.3006
2016-05-10 18:18:14,0.25252035,-0.5050891,-0.6915153,0.36807093,-0.1549613,-0.62427396,-0.6544143,0.1168134,0.05705948,-0.6919153,-0.35494345,0.57951826,-0.8995731,-0.9252726,-0.9407003,-0.7764649,-0.4234899,-0.8560951,-0.73699516,0.20265172,-0.17461891,-0.91743016,819.2002,824.13513,825.78015,664.5721
